Date,Open,High,Low,Close,Volume
3/1/2000 15:30:00,5464.65,5681.11,5341.61,5642.12,0
3/2/2000 15:30:00,5803.33,5828.79,5528.31,5528.31,0
3/3/2000 15:30:00,5602.94,5602.94,5362.8,5378.27,0
3/6/2000 15:30:00,5662.29,5692.97,5459.61,5520.69,0
3/7/2000 15:30:00,5674.99,5674.99,5525.89,5589.85,0
3/8/2000 15:30:00,5711.88,5783.51,5439.14,5511.42,0
3/9/2000 15:30:00,5579.87,5607.94,5278.68,5328.79,0
3/10/2000 15:30:00,5384.42,5478.97,5196.72,5301.78,0
3/13/2000 15:30:00,5372.82,5430.87,5100.62,5129.22,0
3/14/2000 15:30:00,5020.55,5177.55,4943.3,5175.71,0
3/15/2000 15:30:00,5067.42,5339.94,5045.99,5249.76,0
3/16/2000 15:30:00,5249.98,5301.44,5077.33,5102.41,0
3/21/2000 15:30:00,5177.59,5230.36,5085.53,5133.24,0
3/22/2000 15:30:00,5204.07,5247.28,5159.36,5201.87,0
3/23/2000 15:30:00,5314.32,5314.32,5088.1,5115.02,0
3/24/2000 15:30:00,5083.17,5203.93,5052.74,5141.42,0
3/27/2000 15:30:00,5203.16,5286.81,5126.35,5146.3,0
3/28/2000 15:30:00,5094.17,5156.23,5044.17,5156.12,0
3/29/2000 15:30:00,5233.76,5233.76,5080.45,5102.46,0
3/30/2000 15:30:00,4984.1,5058.44,4891.4,5041.08,0
3/31/2000 15:30:00,4892.43,5022.24,4867.23,5001.28,0
4/3/2000 15:30:00,5070.5,5085,4977.21,5052.94,0
4/4/2000 15:30:00,4907.41,4907.41,4666.95,4691.46,0
4/5/2000 15:30:00,4616.36,4852.45,4601.58,4757.06,0
4/6/2000 15:30:00,4899.45,4899.45,4608.11,4866.73,0
4/7/2000 15:30:00,4987.1,5222.8,4987.1,5219.2,0
4/10/2000 15:30:00,5481.49,5532.54,5435.35,5442.86,0
4/11/2000 15:30:00,5428.7,5541.82,5368.2,5541.54,0
4/12/2000 15:30:00,5502.42,5542.81,5416.19,5426.82,0
4/13/2000 15:30:00,5130.18,5205.69,5106.23,5172.13,0
4/17/2000 15:30:00,4797.95,4899.54,4797.95,4880.71,0
4/18/2000 15:30:00,4973.25,4981.42,4723.19,4745.47,0
4/19/2000 15:30:00,4884.81,4901.5,4571.12,4665.81,0
4/20/2000 15:30:00,4561.07,4698.34,4431.74,4657.42,0
4/24/2000 15:30:00,4723.27,4723.27,4509.09,4511.05,0
4/25/2000 15:30:00,4336.64,4552.48,4284.17,4533.99,0
4/26/2000 15:30:00,4692.78,4803.27,4644.12,4792.95,0
4/27/2000 15:30:00,4761.9,4799.26,4637.03,4679.63,0
4/28/2000 15:30:00,4767.89,4767.89,4625,4657.55,0
5/2/2000 15:30:00,4736.02,4737.68,4344.51,4372.22,0
5/3/2000 15:30:00,4200.74,4394.58,4109.66,4335.29,0
5/4/2000 15:30:00,4384.53,4568.54,4335.04,4553.92,0
5/5/2000 15:30:00,4600.64,4731.94,4590.13,4693.88,0
5/8/2000 15:30:00,4744.83,4757.89,4463.4,4463.4,0
5/9/2000 15:30:00,4365.26,4578.49,4351.14,4578.49,0
5/10/2000 15:30:00,4593.38,4593.38,4449.89,4458.4,0
5/11/2000 15:30:00,4324.19,4352.56,4198.17,4251.36,0
5/12/2000 15:30:00,4243.54,4267.87,4102.77,4107.14,0
5/15/2000 15:30:00,4024.66,4249.45,3912.95,4212.53,0
5/16/2000 15:30:00,4239.44,4247.19,4154.07,4230.13,0
5/17/2000 15:30:00,4306.01,4367.22,4195.19,4234.23,0
5/18/2000 15:30:00,4205.48,4254.35,4159.9,4192.44,0
5/19/2000 15:30:00,4149.39,4150.77,4026.64,4068.65,0
5/22/2000 15:30:00,3978.54,4015.38,3920.18,3920.18,0
5/23/2000 15:30:00,3878.82,3943.54,3831.86,3943.54,0
5/24/2000 15:30:00,3872.7,3981.46,3840.11,3933.65,0
5/25/2000 15:30:00,3962.98,4060.76,3961.02,3999.03,0
5/26/2000 15:30:00,3994.4,4097.6,3947.33,4084.71,0
5/29/2000 15:30:00,4082.91,4222.65,4064.46,4189.85,0
5/30/2000 15:30:00,4207.01,4318.65,4185.36,4311.77,0
5/31/2000 15:30:00,4434.99,4536.1,4416.88,4433.61,0
6/1/2000 15:30:00,4406.52,4412.2,4321.26,4325.47,0
6/2/2000 15:30:00,4381.7,4486.99,4381.7,4453.47,0
6/5/2000 15:30:00,4609.78,4705.49,4485.29,4531.53,0
6/6/2000 15:30:00,4555.18,4605.46,4488.23,4591.68,0
6/7/2000 15:30:00,4580.89,4650.88,4556.52,4604.84,0
6/8/2000 15:30:00,4656,4746.88,4656,4728.81,0
6/9/2000 15:30:00,4772,4797.59,4712.21,4729.63,0
6/12/2000 15:30:00,4794.67,4800.13,4638.81,4639.46,0
6/13/2000 15:30:00,4583.34,4640.59,4555.09,4615.13,0
6/14/2000 15:30:00,4648.78,4693.67,4604.5,4625.04,0
6/15/2000 15:30:00,4609.98,4685.63,4575.03,4653.22,0
6/16/2000 15:30:00,4666.06,4768.59,4654.12,4764.67,0
6/19/2000 15:30:00,4808.25,4884.89,4788.94,4837.24,0
6/20/2000 15:30:00,4891.23,4919.63,4834.79,4863.9,0
6/21/2000 15:30:00,4888.43,4888.43,4723.57,4731.57,0
6/22/2000 15:30:00,4749.4,4795.1,4693.46,4794.16,0
6/23/2000 15:30:00,4771.07,4822.63,4687.31,4721.7,0
6/26/2000 15:30:00,4674.21,4697.63,4607.58,4670.09,0
6/27/2000 15:30:00,4682.59,4732.7,4677.57,4686.91,0
6/28/2000 15:30:00,4660.28,4748.8,4642.56,4748.8,0
6/29/2000 15:30:00,4820.58,4849.97,4785.63,4792.74,0
6/30/2000 15:30:00,4760.6,4792.69,4694.88,4748.77,0
7/3/2000 15:30:00,4846.69,4853.83,4778.74,4844.98,0
7/4/2000 15:30:00,4870.86,4902.71,4840.39,4887.06,0
7/5/2000 15:30:00,4898.15,4940.38,4881.15,4912.11,0
7/6/2000 15:30:00,4862.99,4908.34,4846.64,4885.6,0
7/7/2000 15:30:00,4920.14,4924.22,4900.31,4905.94,0
7/10/2000 15:30:00,4908.74,4920.38,4847.45,4867.43,0
7/11/2000 15:30:00,4887.76,4919.31,4863.96,4898.07,0
7/12/2000 15:30:00,4883.65,4967.14,4862.49,4964.28,0
7/13/2000 15:30:00,4994.92,5058.9,4878.45,4880.8,0
7/14/2000 15:30:00,4891.43,4951.95,4847.51,4856.82,0
7/17/2000 15:30:00,4874.41,4883.3,4747.32,4747.32,0
7/18/2000 15:30:00,4741.15,4777.5,4704.4,4734.8,0
7/19/2000 15:30:00,4672.19,4721.85,4604.54,4616.01,0
7/20/2000 15:30:00,4592.28,4634.46,4538.95,4575.67,0
7/21/2000 15:30:00,4601.08,4606.21,4460.42,4463.66,0
7/24/2000 15:30:00,4347.52,4353.44,4188.34,4188.34,0
7/25/2000 15:30:00,4097.22,4369.14,4052.61,4336.2,0
7/26/2000 15:30:00,4361.88,4374.38,4191.27,4191.27,0
7/27/2000 15:30:00,4149.84,4287.86,4113.42,4281.13,0
7/28/2000 15:30:00,4275.34,4348.88,4244.73,4276.7,0
7/31/2000 15:30:00,4232.54,4301.71,4225.57,4279.86,0
8/1/2000 15:30:00,4295.35,4302.86,4239.82,4253.69,0
8/2/2000 15:30:00,4224.01,4264.17,4193.58,4260.88,0
8/3/2000 15:30:00,4232.21,4279.51,4204.41,4207.63,0
8/4/2000 15:30:00,4241.23,4266.21,4155.45,4186.16,0
8/7/2000 15:30:00,4203.77,4232.8,4159.35,4201.25,0
8/8/2000 15:30:00,4217.68,4327,4200.99,4317.22,0
8/9/2000 15:30:00,4347.59,4374.68,4296.57,4317.04,0
8/10/2000 15:30:00,4312.24,4360.91,4244.19,4253.23,0
8/11/2000 15:30:00,4236.55,4250.63,4176.47,4192,0
8/14/2000 15:30:00,4204.33,4233.49,4142.81,4232.51,0
8/16/2000 15:30:00,4263.76,4337.06,4263.76,4325.67,0
8/17/2000 15:30:00,4346.03,4365.43,4267.91,4294.18,0
8/18/2000 15:30:00,4297.9,4364.39,4290.12,4347.04,0
8/21/2000 15:30:00,4383.81,4426.48,4377.92,4409.57,0
8/22/2000 15:30:00,4481.22,4483.87,4438.72,4461.23,0
8/23/2000 15:30:00,4447.7,4500.3,4426.62,4444.79,0
8/24/2000 15:30:00,4445.56,4471.86,4417.14,4459.07,0
8/25/2000 15:30:00,4482.2,4485.63,4414.72,4416.86,0
8/28/2000 15:30:00,4443.71,4452.76,4393.61,4395.81,0
8/29/2000 15:30:00,4382.56,4412.84,4370.5,4401.82,0
8/30/2000 15:30:00,4416.14,4436.57,4387.39,4411.85,0
8/31/2000 15:30:00,4409.84,4485.2,4404.62,4477.31,0
9/4/2000 15:30:00,4571.89,4620.32,4557.11,4602.43,0
9/5/2000 15:30:00,4623.83,4623.83,4574.89,4598.65,0
9/6/2000 15:30:00,4577.5,4640.1,4571.92,4606.35,0
9/7/2000 15:30:00,4579.68,4660.68,4578.37,4628.93,0
9/8/2000 15:30:00,4649.97,4677.67,4640.25,4668.27,0
9/11/2000 15:30:00,4715.3,4748.81,4694.4,4696.6,0
9/12/2000 15:30:00,4705.82,4766.36,4681.03,4763.63,0
9/13/2000 15:30:00,4776.52,4790.63,4690.5,4702.52,0
9/14/2000 15:30:00,4721.98,4741.42,4640.87,4671.92,0
9/15/2000 15:30:00,4666.47,4685.66,4539.35,4562.38,0
9/18/2000 15:30:00,4511.42,4513.09,4362.47,4366.41,0
9/19/2000 15:30:00,4295.63,4390.21,4171.89,4264.34,0
9/20/2000 15:30:00,4325.78,4339.37,4211.87,4325.25,0
9/21/2000 15:30:00,4304.25,4331.38,4257.04,4257.2,0
9/22/2000 15:30:00,4188.47,4208.66,4028.49,4032.37,0
9/25/2000 15:30:00,4144.81,4210,4105.75,4173.48,0
9/26/2000 15:30:00,4159.87,4160.13,4056.03,4089.58,0
9/27/2000 15:30:00,4025.68,4172.65,4004.73,4164.1,0
9/28/2000 15:30:00,4155.71,4184.61,4043.67,4067.38,0
9/29/2000 15:30:00,4122.28,4122.28,4056.72,4090.38,0
10/3/2000 15:30:00,4035.64,4139.53,4028.51,4135.55,0
10/4/2000 15:30:00,4101.63,4173.65,4101.63,4160.41,0
10/5/2000 15:30:00,4177.09,4197.39,4115.62,4116.25,0
10/6/2000 15:30:00,4085.02,4131.25,4042.95,4092.42,0
10/9/2000 15:30:00,4106.15,4135.16,4055.42,4056.07,0
10/10/2000 15:30:00,4079.61,4079.61,3931.21,3945.28,0
10/11/2000 15:30:00,3892.78,3895.81,3803.72,3836.51,0
10/12/2000 15:30:00,3793.61,3879.47,3777.49,3847.58,0
10/13/2000 15:30:00,3749.77,3793.08,3714.46,3738.93,0
10/16/2000 15:30:00,3908.73,3930.1,3726.58,3728.67,0
10/17/2000 15:30:00,3702.4,3718.74,3613.74,3664.79,0
10/18/2000 15:30:00,3625.32,3640.73,3545.01,3593.63,0
10/19/2000 15:30:00,3576.44,3702.83,3491.55,3702.83,0
10/20/2000 15:30:00,3799.78,3801.86,3691.89,3692.75,0
10/23/2000 15:30:00,3709.54,3716.6,3608.36,3619.53,0
10/24/2000 15:30:00,3603.66,3656.31,3584.38,3651.99,0
10/25/2000 15:30:00,3664.12,3748.96,3662.23,3743.61,0
10/26/2000 15:30:00,3743.61,3761.46,3739.54,3757.16,0
10/27/2000 15:30:00,3770.66,3773.54,3704.54,3729.12,0
10/30/2000 15:30:00,3744.1,3751.28,3680.18,3689.43,0
10/31/2000 15:30:00,3672.48,3713.91,3646.73,3711.02,0
11/1/2000 15:30:00,3749.35,3807.7,3734.98,3788.53,0
11/2/2000 15:30:00,3799.66,3882.54,3795.45,3875.79,0
11/3/2000 15:30:00,3907.23,3960.14,3894.59,3935.7,0
11/6/2000 15:30:00,3971.98,4005.19,3919.34,3931.54,0
11/7/2000 15:30:00,3917.1,3959.93,3910.81,3954.83,0
11/8/2000 15:30:00,3958.69,4045.05,3958.69,4028.71,0
11/9/2000 15:30:00,3981.31,4046.01,3980.2,4022.5,0
11/10/2000 15:30:00,4011.06,4032.94,3930.35,3941.13,0
11/13/2000 15:30:00,3842.63,3863.35,3797.5,3820.08,0
11/14/2000 15:30:00,3816.13,3952.39,3816.13,3943.54,0
11/15/2000 15:30:00,3994.88,4016.09,3931.84,3946.53,0
11/16/2000 15:30:00,3946.83,3971.32,3884.88,3901.9,0
11/17/2000 15:30:00,3869.17,3917.59,3848.86,3905.84,0
11/20/2000 15:30:00,3928.62,3942.55,3908.28,3926.52,0
11/21/2000 15:30:00,3889.18,3928.58,3882.65,3924.7,0
11/22/2000 15:30:00,3938.46,3947.98,3861.01,3862.39,0
11/23/2000 15:30:00,3837.11,3871.34,3826.42,3852.4,0
11/24/2000 15:30:00,3860.52,3889.56,3856.58,3868.34,0
11/27/2000 15:30:00,3930.96,3972.48,3902.1,3969.2,0
11/28/2000 15:30:00,3962.21,4038.64,3962.2,4023.92,0
11/29/2000 15:30:00,3997.33,4046.19,3957.19,3996.18,0
11/30/2000 15:30:00,4003.41,4019.52,3972.85,3997.99,0
12/1/2000 15:30:00,3968.89,4054.86,3966.55,4031.96,0
12/4/2000 15:30:00,4078.56,4088.28,4034.62,4036.49,0
12/5/2000 15:30:00,4061.9,4082.44,4048.85,4071.98,0
12/6/2000 15:30:00,4155.22,4156.66,4097.55,4108.43,0
12/7/2000 15:30:00,4099.49,4136.74,4095.99,4124.91,0
12/8/2000 15:30:00,4134.1,4167.32,4134.1,4156.08,0
12/11/2000 15:30:00,4198.72,4233.26,4178.51,4228.29,0
12/12/2000 15:30:00,4254.16,4255.69,4210.15,4219.48,0
12/13/2000 15:30:00,4235.56,4298.63,4235.56,4284.98,0
12/14/2000 15:30:00,4297.44,4332.65,4256.34,4270.45,0
12/15/2000 15:30:00,4241.46,4264.83,4130.6,4137.16,0
12/18/2000 15:30:00,4121.86,4186.77,4108.68,4169.39,0
12/19/2000 15:30:00,4188.02,4200.34,4143.56,4152.94,0
12/20/2000 15:30:00,4106.34,4121.82,4057.95,4086.41,0
12/21/2000 15:30:00,4013.1,4064.71,3968.34,4034.23,0
12/22/2000 15:30:00,4057.72,4080.3,3895.37,3905.9,0
12/26/2000 15:30:00,3927.51,3939.08,3810.99,3826.82,0
12/27/2000 15:30:00,3830.37,3902.85,3803.69,3877.55,0
12/28/2000 15:30:00,3918.17,3940.45,3895.21,3932.78,0
12/29/2000 15:30:00,3933.95,3978.25,3904.32,3972.12,0
1/1/2001 15:30:00,3990.65,4021.83,3937.33,3955.08,0
1/2/2001 15:30:00,3953.22,4028.57,3929.37,4018.88,0
1/3/2001 15:30:00,3977.58,4067.66,3977.58,4060.02,0
1/4/2001 15:30:00,4180.97,4180.97,4109.55,4115.37,0
1/5/2001 15:30:00,4116.34,4195.01,4115.35,4183.73,0
1/8/2001 15:30:00,4164.76,4206.72,4101.53,4120.43,0
1/9/2001 15:30:00,4114.74,4166.84,4101.01,4125.31,0
1/10/2001 15:30:00,4151.58,4155.86,4035.44,4047.64,0
1/11/2001 15:30:00,4066.13,4077.54,4006.54,4027.13,0
1/12/2001 15:30:00,4059.41,4082.77,4018.28,4036.58,0
1/15/2001 15:30:00,4074.32,4080.14,4018.24,4046.76,0
1/16/2001 15:30:00,4052.18,4097.07,4023.9,4070.73,0
1/17/2001 15:30:00,4101.18,4125.1,4072.09,4083.41,0
1/18/2001 15:30:00,4106.15,4122.66,4085.81,4113.21,0
1/19/2001 15:30:00,4149.25,4201.94,4137.31,4194.46,0
1/22/2001 15:30:00,4247.45,4278.55,4223.56,4267.11,0
1/23/2001 15:30:00,4277.83,4321.75,4272.87,4296.69,0
1/24/2001 15:30:00,4320.51,4339.41,4295.71,4326.42,0
1/25/2001 15:30:00,4327.84,4341.33,4273.7,4330.22,0
1/29/2001 15:30:00,4158.86,4262.76,4158.86,4234.57,0
1/30/2001 15:30:00,4269.41,4373.22,4256.76,4372.04,0
1/31/2001 15:30:00,4367.58,4409.33,4322.68,4326.72,0
2/1/2001 15:30:00,4303.13,4335.39,4230.17,4286.11,0
2/2/2001 15:30:00,4280.96,4373.4,4280.96,4352.26,0
2/5/2001 15:30:00,4337.52,4397.19,4337.52,4370.47,0
2/6/2001 15:30:00,4392.24,4404.67,4369.93,4375.29,0
2/7/2001 15:30:00,4376.92,4379.22,4303.28,4312.93,0
2/8/2001 15:30:00,4293.87,4387.85,4290.88,4381.19,0
2/9/2001 15:30:00,4395.44,4436.48,4387.99,4397.33,0
2/12/2001 15:30:00,4429.91,4446.08,4389.02,4406.3,0
2/13/2001 15:30:00,4437.32,4440.76,4354.1,4363.05,0
2/14/2001 15:30:00,4350.33,4375.51,4320.89,4363.11,0
2/15/2001 15:30:00,4372.6,4459.19,4371.95,4437.99,0
2/16/2001 15:30:00,4458.73,4462.11,4315.95,4330.32,0
2/19/2001 15:30:00,4363.79,4378.06,4302.1,4350.65,0
2/20/2001 15:30:00,4360.16,4382.36,4342.61,4359.22,0
2/21/2001 15:30:00,4338.31,4362.5,4285.19,4302.23,0
2/22/2001 15:30:00,4252.27,4286.63,4190.96,4262.55,0
2/23/2001 15:30:00,4261.81,4277.36,4118.09,4122.16,0
2/26/2001 15:30:00,4168.71,4174.85,4074.12,4112.69,0
2/27/2001 15:30:00,4140.63,4156.03,4020.68,4069.68,0
2/28/2001 15:30:00,4070.37,4264.02,4056.4,4247.04,0
3/1/2001 15:30:00,4288.23,4386.98,4215.27,4271.65,0
3/2/2001 15:30:00,4323.18,4341.67,4077.42,4095.16,0
3/5/2001 15:30:00,4073.73,4127.12,3947.71,3998.12,0
3/7/2001 15:30:00,4062.41,4114.11,3913.67,4046.89,0
3/8/2001 15:30:00,4089.83,4108.03,4016.71,4056.94,0
3/9/2001 15:30:00,3986.82,3986.82,3821.59,3881.96,0
3/12/2001 15:30:00,3862.63,3930.68,3748.39,3767.89,0
3/13/2001 15:30:00,3605.53,3777.48,3436.75,3540.65,0
3/14/2001 15:30:00,3508.13,3757.12,3493.94,3725.03,0
3/15/2001 15:30:00,3666.2,3823.78,3661.84,3819.86,0
3/16/2001 15:30:00,3752.36,3867.47,3696.52,3745.74,0
3/19/2001 15:30:00,3728.51,3774.69,3680.26,3722.49,0
3/20/2001 15:30:00,3736.09,3740.07,3644.51,3672.4,0
3/21/2001 15:30:00,3633.22,3801.78,3618.14,3791.07,0
3/22/2001 15:30:00,3785.96,3818.03,3708.8,3713.97,0
3/23/2001 15:30:00,3735.51,3743.83,3561.01,3635.28,0
3/26/2001 15:30:00,3640.47,3654.04,3600.39,3636.32,0
3/27/2001 15:30:00,3634.48,3712.27,3631.29,3694.82,0
3/28/2001 15:30:00,3736.54,3792.76,3736.54,3788.21,0
3/29/2001 15:30:00,3739.63,3799.68,3721.45,3751.56,0
3/30/2001 15:30:00,3714.11,3723.73,3589.93,3604.38,0
4/2/2001 15:30:00,3491.41,3578.95,3436.33,3566.26,0
4/3/2001 15:30:00,3543.82,3619.62,3543.82,3605.01,0
4/4/2001 15:30:00,3558.48,3577.25,3511.12,3565.65,0
4/6/2001 15:30:00,3663.74,3676.82,3558.13,3576,0
4/9/2001 15:30:00,3570.53,3579.24,3502.44,3544.08,0
4/10/2001 15:30:00,3542.44,3542.44,3422.11,3458.39,0
4/11/2001 15:30:00,3476.41,3481.15,3298.12,3325.46,0
4/12/2001 15:30:00,3254.52,3264.57,3120.13,3183.77,0
4/16/2001 15:30:00,3172.15,3258.44,3096.51,3251.62,0
4/17/2001 15:30:00,3231.94,3331.78,3220.65,3312.29,0
4/18/2001 15:30:00,3311.2,3442.65,3311.2,3438.75,0
4/19/2001 15:30:00,3552.17,3621.03,3471.03,3574.08,0
4/20/2001 15:30:00,3620.9,3620.9,3523.74,3583.04,0
4/23/2001 15:30:00,3583.42,3637.36,3561.96,3587.01,0
4/24/2001 15:30:00,3547.23,3593.84,3526.36,3589.99,0
4/25/2001 15:30:00,3586.94,3639.11,3569.71,3600.83,0
4/26/2001 15:30:00,3649.36,3651.79,3547.46,3557.19,0
4/27/2001 15:30:00,3389.22,3458.77,3357.83,3422.76,0
4/30/2001 15:30:00,3459.51,3522.7,3440.71,3519.16,0
5/2/2001 15:30:00,3565.53,3586.64,3530.25,3538.42,0
5/3/2001 15:30:00,3528.7,3551.8,3479.81,3494.48,0
5/4/2001 15:30:00,3471.95,3521.92,3465.5,3514.59,0
5/7/2001 15:30:00,3562.97,3573.19,3539.46,3544.81,0
5/8/2001 15:30:00,3544.86,3587.07,3544.86,3580.37,0
5/9/2001 15:30:00,3580.37,3629.65,3569.14,3586.58,0
5/10/2001 15:30:00,3586.58,3588.95,3550.05,3568.27,0
5/11/2001 15:30:00,3564.65,3577.79,3545.19,3559.77,0
5/14/2001 15:30:00,3552.55,3577.28,3536.57,3568.93,0
5/15/2001 15:30:00,3480.42,3579.35,3420.14,3576.96,0
5/16/2001 15:30:00,3585.79,3630.26,3585.79,3592.06,0
5/17/2001 15:30:00,3607.46,3675.45,3607.46,3669.76,0
5/18/2001 15:30:00,3674.42,3700.88,3648.36,3655.03,0
5/21/2001 15:30:00,3656.09,3681.19,3630.6,3640.1,0
5/22/2001 15:30:00,3643.29,3663.16,3630.03,3640.6,0
5/23/2001 15:30:00,3640.8,3683.52,3640.8,3674.54,0
5/24/2001 15:30:00,3670.91,3709.18,3670.91,3683.2,0
5/25/2001 15:30:00,3686.16,3700.66,3647.35,3659.81,0
5/28/2001 15:30:00,3663.06,3728.05,3663.06,3720.15,0
5/29/2001 15:30:00,3732.03,3751.7,3725.83,3742.07,0
5/30/2001 15:30:00,3745.57,3759.96,3653.31,3662.04,0
5/31/2001 15:30:00,3623.62,3638.46,3592.22,3631.91,0
6/1/2001 15:30:00,3637.03,3651.32,3555.74,3557.64,0
6/4/2001 15:30:00,3565.88,3590.56,3490.83,3498.38,0
6/5/2001 15:30:00,3495.99,3510.68,3434.88,3460.04,0
6/6/2001 15:30:00,3473.32,3507.24,3448.44,3457.31,0
6/7/2001 15:30:00,3455.86,3459.51,3395.52,3457.24,0
6/8/2001 15:30:00,3466.66,3502.78,3452.94,3495.84,0
6/11/2001 15:30:00,3507.34,3525.04,3482.8,3509.32,0
6/12/2001 15:30:00,3504.24,3517.36,3484.08,3498.39,0
6/13/2001 15:30:00,3499.32,3519.13,3492.95,3501.61,0
6/14/2001 15:30:00,3491.36,3501.5,3446.96,3453.77,0
6/15/2001 15:30:00,3434.33,3434.33,3360.11,3372.94,0
6/18/2001 15:30:00,3368.68,3368.68,3295.34,3353.11,0
6/19/2001 15:30:00,3357.11,3418.99,3339.84,3410.95,0
6/20/2001 15:30:00,3410.1,3420.33,3369.31,3406.05,0
6/21/2001 15:30:00,3408.28,3427.75,3385.87,3405.64,0
6/22/2001 15:30:00,3402.14,3409.76,3361.79,3381.76,0
6/25/2001 15:30:00,3378.17,3378.17,3306.83,3318.67,0
6/26/2001 15:30:00,3313.13,3417.94,3287.94,3407.32,0
6/27/2001 15:30:00,3407.68,3434.13,3378.53,3411.64,0
6/28/2001 15:30:00,3411.68,3427.37,3391.72,3404.86,0
6/29/2001 15:30:00,3406.79,3474.71,3394.91,3456.78,0
7/2/2001 15:30:00,3480.06,3487,3418.28,3426.03,0
7/3/2001 15:30:00,3452.11,3452.11,3300.15,3312.29,0
7/4/2001 15:30:00,3295.85,3337.52,3286.77,3311.88,0
7/5/2001 15:30:00,3321.14,3364.8,3306.74,3317.63,0
7/6/2001 15:30:00,3299.96,3310.1,3286.74,3305.78,0
7/9/2001 15:30:00,3290.85,3299.57,3260.68,3290.81,0
7/10/2001 15:30:00,3300.98,3340.88,3296.41,3328.27,0
7/11/2001 15:30:00,3328.37,3388.75,3316.85,3376.21,0
7/12/2001 15:30:00,3390.34,3459.37,3384.74,3452.75,0
7/13/2001 15:30:00,3470.94,3513.79,3438.03,3453.99,0
7/16/2001 15:30:00,3453.63,3478.11,3427.82,3434.83,0
7/17/2001 15:30:00,3414.06,3440.29,3397.65,3431.93,0
7/18/2001 15:30:00,3434.94,3446.18,3377.58,3383.41,0
7/19/2001 15:30:00,3372.92,3380.27,3352.12,3370.93,0
7/20/2001 15:30:00,3375.82,3389.49,3331.42,3340.75,0
7/23/2001 15:30:00,3340.89,3340.89,3310.95,3330.98,0
7/24/2001 15:30:00,3326.84,3340.91,3306.17,3335.08,0
7/25/2001 15:30:00,3307.16,3338.22,3296.43,3301.97,0
7/26/2001 15:30:00,3298.64,3318.6,3254.28,3259.03,0
7/27/2001 15:30:00,3260.04,3278.85,3241.66,3251.53,0
7/30/2001 15:30:00,3255.92,3289.46,3249.46,3285.89,0
7/31/2001 15:30:00,3288.86,3335.67,3255.98,3329.28,0
8/1/2001 15:30:00,3335,3346.21,3276.72,3284.17,0
8/2/2001 15:30:00,3293.83,3310.86,3278.54,3298.78,0
